timestamp,filename,density,speed
1533290400.0,20180803_061005_512_0193.jpg,7.5518,343.83
1517504400.0,20180201_124029_512_0193.jpg,7.0945,385.64
1530460800.0,20180701_122541_512_0193.jpg,7.5518,343.83
1522746000.0,20180403_052541_512_0193.jpg,1.8466,371.95
1546063200.0,20181229_011105_512_0193.jpg,7.5518,343.83
1533132000.0,20180801_104141_512_0193.jpg,7.5518,343.83
1529992800.0,20180626_021053_512_0193.jpg,7.5518,343.83
1515427200.0,20180108_111117_512_0193.jpg,10.398,479.86
1541026800.0,20181031_191041_512_0193.jpg,7.5518,343.83
1532206800.0,20180721_174117_512_0193.jpg,7.5518,343.83
1515801600.0,20180112_195629_512_0193.jpg,7.8818,318.24
1546066800.0,20181229_025517_512_0193.jpg,7.5518,343.83
1532750400.0,20180728_002529_512_0193.jpg,7.5518,343.83
1533902400.0,20180810_082517_512_0193.jpg,7.5518,343.83
1544871600.0,20181215_061053_512_0193.jpg,7.5518,343.83
1541811600.0,20181109_202617_512_0193.jpg,7.5518,343.83
1537376400.0,20180919_131029_512_0193.jpg,7.5518,343.83
1534662000.0,20180819_035605_512_0193.jpg,7.5518,343.83
1521590400.0,20180320_202529_512_0193.jpg,3.1179,370.61
1523332800.0,20180410_004029_512_0193.jpg,4.0273,504.08
1521853200.0,20180323_214041_512_0193.jpg,3.6084,486.58
1517446800.0,20180131_202541_512_0193.jpg,9.9206,414.23
1541624400.0,20181107_162541_512_0193.jpg,7.5518,343.83
1539954000.0,20181019_094117_512_0193.jpg,7.5518,343.83
1522227600.0,20180328_051053_512_0193.jpg,1.8528,378.1
1529809200.0,20180623_235617_512_0193.jpg,7.5518,343.83
1544500800.0,20181210_235517_512_0193.jpg,7.5518,343.83
1520953200.0,20180313_111053_512_0193.jpg,5.1183,344.75
1522515600.0,20180331_132553_512_0193.jpg,3.6326,405.58
1516921200.0,20180125_185553_512_0193.jpg,16.088,420.9
1517166000.0,20180128_144053_512_0193.jpg,7.9246,345.49
1540760400.0,20181028_171041_512_0193.jpg,7.5518,343.83
1525906800.0,20180509_191029_512_0193.jpg,2.5226,569.79
1516071600.0,20180115_221105_512_0193.jpg,5.0126,450.44
1517565600.0,20180202_054217_512_0193.jpg,9.2634,366.73
1516640400.0,20180122_124029_512_0193.jpg,3.0908,494.0
1515470400.0,20180108_231117_512_0193.jpg,3.8021,552.36
1541271600.0,20181103_151029_512_0193.jpg,7.5518,343.83
1533265200.0,20180802_232605_512_0193.jpg,7.5518,343.83
1531540800.0,20180714_001105_512_0193.jpg,7.5518,343.83
1527282000.0,20180525_171029_512_0193.jpg,3.1867,359.86
1521691200.0,20180322_005553_512_0193.jpg,6.795,326.4
1538244000.0,20180929_144041_512_0193.jpg,7.5518,343.83
1531242000.0,20180710_135517_512_0193.jpg,7.5518,343.83
1522785600.0,20180403_164029_512_0193.jpg,3.9571,339.08
1532628000.0,20180726_141053_512_0193.jpg,7.5518,343.83
1524722400.0,20180426_024117_512_0193.jpg,26.747,330.23
1543248000.0,20181126_115541_512_0193.jpg,7.5518,343.83
1517324400.0,20180130_104153_512_0193.jpg,8.8783,319.65
1545548400.0,20181223_025605_512_0193.jpg,7.5518,343.83
1523455200.0,20180411_104129_512_0193.jpg,2.29,526.98
1540137600.0,20181021_120953_512_0193.jpg,7.5518,343.83
1541242800.0,20181103_072605_512_0193.jpg,7.5518,343.83
1543262400.0,20181126_151041_512_0193.jpg,7.5518,343.83
1514905200.0,20180102_102605_512_0193.jpg,7.8215,417.02
1525446000.0,20180504_111017_512_0193.jpg,15.547,339.56
1515337200.0,20180107_102553_512_0193.jpg,13.818,284.14
1528387200.0,20180607_121017_512_0193.jpg,4.4407,362.04
1515960000.0,20180114_154053_512_0193.jpg,2.9065,513.66
1531969200.0,20180718_235629_512_0193.jpg,7.5518,343.83
1516636800.0,20180122_115553_512_0193.jpg,3.7294,500.24
1541048400.0,20181101_010917_512_0193.jpg,7.5518,343.83
1528729200.0,20180611_115617_512_0193.jpg,7.5518,343.83
1535983200.0,20180903_101029_512_0193.jpg,7.5518,343.83
1536717600.0,20180911_225529_512_0193.jpg,7.5518,343.83
1537293600.0,20180918_145553_512_0193.jpg,7.5518,343.83
1522400400.0,20180330_055617_512_0193.jpg,5.9131,391.87
1541901600.0,20181110_215529_512_0193.jpg,7.5518,343.83
1520521200.0,20180308_102505_512_0193.jpg,6.834,330.79
1517727600.0,20180204_025617_512_0193.jpg,13.766,327.38
1542960000.0,20181123_032605_512_0193.jpg,7.5518,343.83
1525816800.0,20180508_183953_512_0193.jpg,1.8162,653.01
1541091600.0,20181101_135629_512_0193.jpg,7.5518,343.83
1540404000.0,20181024_141029_512_0193.jpg,7.5518,343.83
1533308400.0,20180803_114041_512_0193.jpg,7.5518,343.83
1528167600.0,20180604_234017_512_0193.jpg,7.7894,409.92
1526896800.0,20180521_061105_512_0193.jpg,2.8512,325.43
1526126400.0,20180512_085617_512_0193.jpg,4.0599,482.07
1532260800.0,20180722_081017_512_0193.jpg,7.5518,343.83
1524913200.0,20180428_074041_512_0193.jpg,4.2614,361.86
1532973600.0,20180730_142505_512_0193.jpg,7.5518,343.83
1531440000.0,20180712_205541_512_0193.jpg,7.5518,343.83
1515459600.0,20180108_204141_512_0193.jpg,4.707,540.77
1545357600.0,20181220_214053_512_0193.jpg,7.5518,343.83
1532970000.0,20180730_131041_512_0193.jpg,7.5518,343.83
1532505600.0,20180725_043953_512_0193.jpg,7.5518,343.83
1541772000.0,20181109_095605_512_0193.jpg,7.5518,343.83
1517911200.0,20180206_055553_512_0193.jpg,7.928,412.25
1544713200.0,20181213_100953_512_0193.jpg,7.5518,343.83
1536436800.0,20180908_161029_512_0193.jpg,7.5518,343.83
1525759200.0,20180508_022553_512_0193.jpg,3.0161,598.47
1529128800.0,20180616_021029_512_0193.jpg,7.5518,343.83
1537977600.0,20180926_124117_512_0193.jpg,7.5518,343.83
1524690000.0,20180425_174053_512_0193.jpg,6.7883,327.48
1536066000.0,20180904_095617_512_0193.jpg,7.5518,343.83
1541008800.0,20181031_144053_512_0193.jpg,7.5518,343.83
1542661200.0,20181119_161105_512_0193.jpg,7.5518,343.83
1519214400.0,20180221_075529_512_0193.jpg,5.2565,401.99
1530759600.0,20180704_231105_512_0193.jpg,7.5518,343.83
1542888000.0,20181122_075605_512_0193.jpg,7.5518,343.83
1531548000.0,20180714_024129_512_0193.jpg,7.5518,343.83
1534399200.0,20180816_024029_512_0193.jpg,7.5518,343.83
1545292800.0,20181220_031117_512_0193.jpg,7.5518,343.83
1526590800.0,20180517_171053_512_0193.jpg,2.6622,413.35
1530410400.0,20180630_224041_512_0193.jpg,7.5518,343.83
1531238400.0,20180710_121129_512_0193.jpg,7.5518,343.83
1527296400.0,20180525_214005_512_0193.jpg,4.4938,354.07
1536696000.0,20180911_164105_512_0193.jpg,7.5518,343.83
1532041200.0,20180719_192505_512_0193.jpg,7.5518,343.83
1522497600.0,20180331_084005_512_0193.jpg,3.8143,422.65
1524596400.0,20180424_154053_512_0193.jpg,12.676,346.77
1528585200.0,20180609_192541_512_0193.jpg,7.5518,343.83
1545566400.0,20181223_072605_512_0193.jpg,7.5518,343.83
1533585600.0,20180806_161005_512_0193.jpg,7.5518,343.83
1542200400.0,20181114_083953_512_0193.jpg,7.5518,343.83
1527058800.0,20180523_032553_512_0193.jpg,10.842,464.59
1529010000.0,20180614_174029_512_0193.jpg,7.5518,343.83
1516039200.0,20180115_134041_512_0193.jpg,5.7372,460.97
1543129200.0,20181125_024029_512_0193.jpg,7.5518,343.83
1522940400.0,20180405_111117_512_0193.jpg,6.9878,384.07
1522123200.0,20180327_002505_512_0193.jpg,3.9038,521.33
1529888400.0,20180624_211041_512_0193.jpg,7.5518,343.83
1534075200.0,20180812_081105_512_0193.jpg,7.5518,343.83
1540411200.0,20181024_165517_512_0193.jpg,7.5518,343.83
1545400800.0,20181221_094105_512_0193.jpg,7.5518,343.83
1533884400.0,20180810_031017_512_0193.jpg,7.5518,343.83
1519794000.0,20180228_005541_512_0193.jpg,3.9856,434.29
1526994000.0,20180522_095517_512_0193.jpg,17.863,318.01
1542672000.0,20181119_195541_512_0193.jpg,7.5518,343.83
1517691600.0,20180203_165605_512_0193.jpg,16.853,318.79
1519981200.0,20180302_041029_512_0193.jpg,4.9685,343.72
1527580800.0,20180529_041105_512_0193.jpg,7.5903,382.26
1530259200.0,20180629_044153_512_0193.jpg,7.5518,343.83
1521885600.0,20180324_065529_512_0193.jpg,10.673,395.95
1529046000.0,20180615_031041_512_0193.jpg,7.5518,343.83
1518418800.0,20180212_025605_512_0193.jpg,14.513,315.8
1533142800.0,20180801_132617_512_0193.jpg,7.5518,343.83
1521288000.0,20180317_085541_512_0193.jpg,3.2172,468.77
1517547600.0,20180202_005617_512_0193.jpg,5.6436,362.73
1541451600.0,20181105_162529_512_0193.jpg,7.5518,343.83
1516500000.0,20180120_214029_512_0193.jpg,10.078,384.71
1528059600.0,20180603_172553_512_0193.jpg,2.0789,643.59
1515596400.0,20180110_105517_512_0193.jpg,3.9791,417.03
1522130400.0,20180327_025541_512_0193.jpg,2.6195,534.7
1533074400.0,20180731_182441_512_0193.jpg,7.5518,343.83
1539968400.0,20181019_135517_512_0193.jpg,7.5518,343.83
1526544000.0,20180517_045541_512_0193.jpg,18.103,378.86
1543701600.0,20181201_172553_512_0193.jpg,7.5518,343.83
1523577600.0,20180412_204005_512_0193.jpg,2.4096,484.18
1541844000.0,20181110_054041_512_0193.jpg,7.5518,343.83
1542502800.0,20181117_205517_512_0193.jpg,7.5518,343.83
1539496800.0,20181014_021029_512_0193.jpg,7.5518,343.83
1523199600.0,20180408_114105_512_0193.jpg,7.481,349.1
1526702400.0,20180519_001029_512_0193.jpg,3.1215,365.3
1518073200.0,20180208_025453_512_0193.jpg,17.473,356.3
1538888400.0,20181007_012441_512_0193.jpg,7.5518,343.83
1535130000.0,20180824_131017_512_0193.jpg,7.5518,343.83
1539914400.0,20181018_225541_512_0193.jpg,7.5518,343.83
1520146800.0,20180304_024041_512_0193.jpg,-9999.9,-9999.9
1542337200.0,20181115_225441_512_0193.jpg,7.5518,343.83
1540396800.0,20181024_122529_512_0193.jpg,7.5518,343.83
1543233600.0,20181126_074117_512_0193.jpg,7.5518,343.83
1518814800.0,20180216_162629_512_0193.jpg,5.3177,383.09
1523901600.0,20180416_144105_512_0193.jpg,5.4701,299.34
1537300800.0,20180918_165553_512_0193.jpg,7.5518,343.83
1531926000.0,20180718_114117_512_0193.jpg,7.5518,343.83
1544202000.0,20181207_122529_512_0193.jpg,7.5518,343.83
1531267200.0,20180710_202529_512_0193.jpg,7.5518,343.83
1541620800.0,20181107_155517_512_0193.jpg,7.5518,343.83
1523361600.0,20180410_084029_512_0193.jpg,3.9383,515.93
1536710400.0,20180911_201041_512_0193.jpg,7.5518,343.83
1517569200.0,20180202_062517_512_0193.jpg,9.9394,358.96
1521619200.0,20180321_041129_512_0193.jpg,3.7847,355.42
1534500000.0,20180817_064005_512_0193.jpg,7.5518,343.83
1517385600.0,20180131_034053_512_0193.jpg,18.691,332.29
1522947600.0,20180405_135541_512_0193.jpg,8.9219,380.26
1525010400.0,20180429_105505_512_0193.jpg,8.5866,350.0
1526349600.0,20180514_225505_512_0193.jpg,5.2234,351.17
1522954800.0,20180405_152541_512_0193.jpg,5.4985,409.91
1518325200.0,20180211_004205_512_0193.jpg,5.6268,333.8
1527292800.0,20180525_202529_512_0193.jpg,6.4113,342.24
1521810000.0,20180323_094053_512_0193.jpg,7.5191,419.36
1529182800.0,20180616_171041_512_0193.jpg,7.5518,343.83
1525482000.0,20180504_214017_512_0193.jpg,6.4044,319.95
1532487600.0,20180724_234105_512_0193.jpg,7.5518,343.83
1520866800.0,20180312_111041_512_0193.jpg,3.2962,362.72
1535248800.0,20180825_220941_512_0193.jpg,7.5518,343.83
1517756400.0,20180204_105629_512_0193.jpg,19.706,333.8
1529416800.0,20180619_101041_512_0193.jpg,7.5518,343.83
1518670800.0,20180215_005541_512_0193.jpg,9.3004,295.42
1539853200.0,20181018_051053_512_0193.jpg,7.5518,343.83
1539558000.0,20181014_194029_512_0193.jpg,7.5518,343.83
1520542800.0,20180308_162541_512_0193.jpg,6.7419,334.39
1515758400.0,20180112_074141_512_0193.jpg,9.6988,332.78
1537686000.0,20180923_035629_512_0193.jpg,7.5518,343.83
1540234800.0,20181022_152453_512_0193.jpg,7.5518,343.83
1529899200.0,20180625_001117_512_0193.jpg,7.5518,343.83
1523548800.0,20180412_122553_512_0193.jpg,1.8827,487.45
1524992400.0,20180429_055553_512_0193.jpg,4.171,353.58
1515243600.0,20180106_082541_512_0193.jpg,12.141,297.28
1529956800.0,20180625_161105_512_0193.jpg,7.5518,343.83
1516464000.0,20180120_112629_512_0193.jpg,7.9412,377.75
1518609600.0,20180214_072605_512_0193.jpg,4.9019,305.96
1521615600.0,20180321_032605_512_0193.jpg,3.645,346.75
1540137600.0,20181021_125553_512_0193.jpg,7.5518,343.83
1520078400.0,20180303_074117_512_0193.jpg,11.942,320.13
1542495600.0,20181117_181041_512_0193.jpg,7.5518,343.83
1536015600.0,20180903_191105_512_0193.jpg,7.5518,343.83
1531339200.0,20180711_165324_512_0193.jpg,7.5518,343.83
1522976400.0,20180405_210953_512_0193.jpg,3.0978,420.45
1524128400.0,20180419_054041_512_0193.jpg,10.002,284.87
1520733600.0,20180310_211141_512_0193.jpg,3.303,402.96
1528509600.0,20180608_225529_512_0193.jpg,7.5518,343.83
1540350000.0,20181023_235505_512_0193.jpg,7.5518,343.83
1545800400.0,20181226_002553_512_0193.jpg,7.5518,343.83
1516096800.0,20180116_051117_512_0193.jpg,4.6204,425.43
1523113200.0,20180407_111017_512_0193.jpg,6.6017,344.8
1528185600.0,20180605_041105_512_0193.jpg,10.505,391.49
1536260400.0,20180906_152529_512_0193.jpg,7.5518,343.83
1542934800.0,20181122_202553_512_0193.jpg,7.5518,343.83
1525132800.0,20180430_202505_512_0193.jpg,4.2173,388.98
1525021200.0,20180429_135529_512_0193.jpg,6.8395,348.93
1530399600.0,20180630_191029_512_0193.jpg,7.5518,343.83
1522090800.0,20180326_154117_512_0193.jpg,1.6725,461.07
1543906800.0,20181204_024005_512_0193.jpg,7.5518,343.83
1537812000.0,20180924_141053_512_0193.jpg,7.5518,343.83
1521169200.0,20180315_235629_512_0193.jpg,4.515,471.14
1520841600.0,20180312_042553_512_0193.jpg,3.1616,361.94
1533380400.0,20180804_075617_512_0193.jpg,7.5518,343.83
1535288400.0,20180826_095505_512_0193.jpg,7.5518,343.83
1532080800.0,20180720_064029_512_0193.jpg,7.5518,343.83
1523188800.0,20180408_084117_512_0193.jpg,4.128,352.0
1522454400.0,20180330_204117_512_0193.jpg,4.1159,449.65
1521478800.0,20180319_134017_512_0193.jpg,2.2739,501.17
1530068400.0,20180626_235605_512_0193.jpg,7.5518,343.83
